title,provider,certificate_type,rating,difficulty,students_enrolled,platform,price,reviews,lectures,duration,category
ビットコイン生態系｜既存通貨が主役をやめる日,,,,,701,Udemy,20.0,55.0,16.0,1.5,Business Finance
Trading Forex - Trader avec les figures harmoniques,,,,,57,Udemy,90.0,11.0,23.0,2.0,Business Finance
Введение в Финансовую Инженерию,,,,,205,Udemy,50.0,20.0,20.0,5.0,Business Finance
Aprenda a Investir no Tesouro Direto Passo a Passo,,,,1.0,62,Udemy,35.0,10.0,19.0,1.0,Business Finance
資産運用の基礎を学ぶファイナンス入門,,,,,114,Udemy,20.0,13.0,52.0,4.0,Business Finance
Aprende a invertir y deja que tu dinero trabaje para ti,,,,1.0,789,Udemy,145.0,68.0,95.0,14.0,Business Finance
Buchführung lernen leicht gemacht,,,,,446,Udemy,40.0,39.0,70.0,5.0,Business Finance
Day Trading: High ROI Day Trading ,,,,,17,Udemy,150.0,2.0,51.0,6.5,Business Finance
Flow Management and Forecasting,,,,1.0,16,Udemy,20.0,2.0,10.0,1.0,Business Finance
An Introduction to Management of Portfolios (MoP),,,,,117,Udemy,20.0,15.0,6.0,1.5,Business Finance
CFA Level I Workshop 1: Ethics and Quantitative Methods,,,,1.0,147,Udemy,20.0,4.0,5.0,1.0,Business Finance
Accounting Basics 101 for Understanding Business,,,,1.0,7,Udemy,20.0,2.0,18.0,1.0,Business Finance
Mortgage Acceleration,,,,1.0,247,Udemy,20.0,2.0,17.0,1.5,Business Finance
Stock Market for Beginners. Learn to trade,,,,1.0,143,Udemy,35.0,15.0,42.0,3.5,Business Finance
CFA Corporate Finance Level 1 (Part 1),,,,1.0,621,Udemy,180.0,1.0,107.0,14.5,Business Finance
Trading Tips from Hedge Fund Manager,,,,1.0,6,Udemy,50.0,2.0,32.0,1.0,Business Finance
Effective Debt Collection Strategies,,,,,5,Udemy,40.0,2.0,16.0,1.5,Business Finance
IAS 1-Presentation of Financial Statements ,,,,1.0,2674,Udemy,0.0,81.0,8.0,1.0,Business Finance
Stock Trading Strategies Using a D.A.R.T.,,,,1.0,227,Udemy,20.0,3.0,5.0,1.0,Business Finance
Capital Structuring Techiques for CA / CFA / CPA Exams,,,,,4480,Udemy,125.0,12.0,50.0,7.0,Business Finance
The Complete Guide to Forex Trading,,,,1.0,1329,Udemy,20.0,12.0,33.0,5.0,Business Finance
Learn How to Trade Binary Options Professionally,,,,1.0,5144,Udemy,0.0,169.0,7.0,1.0,Business Finance
Learn How to Start Small and Make It Big In Small-Cap Stocks,,,,,2635,Udemy,50.0,13.0,29.0,2.0,Business Finance
Trading strategies with common sense technical analysis,,,,1.0,1750,Udemy,75.0,71.0,29.0,3.0,Business Finance
Startup Business: How To Raise Seed Capital,,,,1.0,3360,Udemy,95.0,12.0,34.0,3.0,Business Finance
Business Economics - Basics (College Level),,,,1.0,3425,Udemy,50.0,10.0,50.0,4.0,Business Finance
Technical Analysis 101: Master the Basics of Trading,,,,1.0,2688,Udemy,95.0,61.0,50.0,2.0,Business Finance
Investing in Stocks? Master The Art of Covered Calls Selling,,,,1.0,1095,Udemy,80.0,17.0,35.0,3.0,Business Finance
How to Trade Binary Options Effectively – All Levels,,,,1.0,1680,Udemy,195.0,39.0,17.0,1.0,Business Finance
Stock Market: The Zero Risk Way of Investing,,,,,2046,Udemy,25.0,14.0,8.0,0.6333333333333333,Business Finance
Forex Trading using professional indicators by TOP traders,,,,1.0,1699,Udemy,200.0,40.0,28.0,3.5,Business Finance
Corporate Finance 101: Equity Valuation,,,,1.0,1071,Udemy,50.0,14.0,50.0,6.0,Business Finance
Trading Strategies: Find The Trading Strategy That Fits You,,,,1.0,1037,Udemy,20.0,3.0,12.0,2.0,Business Finance
Forex Trading - Learn An Effective Forex Trading Strategy,,,,1.0,223,Udemy,95.0,34.0,16.0,1.5,Business Finance
Navigate the 10-K and Other Financial Reports,,,,1.0,653,Udemy,40.0,55.0,20.0,2.5,Business Finance
From 0 to 1: Investments and Portfolio Theory,,,,,230,Udemy,50.0,0.0,22.0,4.5,Business Finance
Bitcoin - The Complete Guide,,,,1.0,2281,Udemy,20.0,12.0,24.0,5.5,Business Finance
Professional Trader's Mindset - Complete Forex Course,,,,1.0,4702,Udemy,50.0,17.0,6.0,1.0,Business Finance
Bitcoin Peer Investing: How To Generate Double Digit Returns,,,,1.0,366,Udemy,25.0,45.0,41.0,2.5,Business Finance
Forex Breakout Profits: The Definitive Guide,,,,1.0,521,Udemy,25.0,60.0,27.0,2.5,Business Finance
Learn to Trade With Fibonacci Tools,,,,,252,Udemy,30.0,45.0,30.0,4.0,Business Finance
"Investing Internationally into Real Estate, Stocks and Bonds",,,,1.0,1101,Udemy,200.0,14.0,37.0,2.0,Business Finance
From 0 to 1: Bond Theory and Valuation,,,,,223,Udemy,50.0,2.0,29.0,4.0,Business Finance
Stock Market Mastery,,,,1.0,135,Udemy,20.0,2.0,25.0,7.5,Business Finance
UK Self Assessment Tax Return Filing Online,,,,1.0,23,Udemy,20.0,7.0,6.0,0.4666666666666667,Business Finance
Introduction to Financial Statements,,,,,112,Udemy,40.0,1.0,14.0,1.5,Business Finance
"IAS 8-Accounting Policies ,Changes in Accounting Estimates",,,,1.0,2122,Udemy,0.0,30.0,15.0,2.5,Business Finance
CFA® Level 1 2014 – Financial Reporting and Analysis,,,,1.0,152,Udemy,50.0,2.0,102.0,10.0,Business Finance
Investment Banking Operations : Securities Trade Life Cycle,,,,1.0,267,Udemy,30.0,9.0,10.0,2.0,Business Finance
CFA Level I Foundation Course: Introduction to Quants,,,,,155,Udemy,50.0,4.0,11.0,5.0,Business Finance
Financial Risk Manager (FRM) Certification: Level I,,,,1.0,87,Udemy,50.0,25.0,113.0,24.0,Business Finance
IAS 10 - Events After Reporting Date,,,,1.0,2146,Udemy,0.0,35.0,8.0,1.0,Business Finance
Investment Portfolio Analysis with Excel,,,,1.0,154,Udemy,50.0,7.0,39.0,9.0,Business Finance
Introduction to the CFA Program,,,,,4248,Udemy,0.0,66.0,6.0,1.0,Business Finance
Chartered Financial Analyst (CFA) - Level 1 - FRA,,,,,517,Udemy,30.0,5.0,17.0,14.5,Business Finance
Excel 4 Accounting & Bookkeeping - Master Lookup Functions,,,,1.0,2638,Udemy,35.0,140.0,12.0,1.0,Business Finance
Cashflow Management for Small Businesses: A How To Guide,,,,1.0,2914,Udemy,25.0,11.0,5.0,0.6166666666666667,Business Finance
Forex Basics (Professional Course Level),,,,1.0,6050,Udemy,20.0,34.0,25.0,1.5,Business Finance
Advanced Butterfly Spreads for Options Income Strategies,,,,,16,Udemy,60.0,1.0,8.0,1.0,Business Finance
The Holy Grail of Auto Trading Forex Futures Stocks Revealed,,,,1.0,3917,Udemy,50.0,45.0,7.0,1.0,Business Finance
IPO Fundamentals,,,,,1122,Udemy,20.0,13.0,6.0,1.0,Business Finance
Finance for Non-Finance: Learn Quick and Easy,,,,,4158,Udemy,20.0,51.0,30.0,2.5,Business Finance
Advanced Options Trading Course,,,,,1252,Udemy,40.0,2.0,6.0,0.5333333333333333,Business Finance
Statistics - Measures of Dispersion for CA / CS / CFA exams,,,,1.0,5108,Udemy,20.0,9.0,13.0,1.0,Business Finance
Work From Home Online (Part/Full) : Trade Forex 4 Beginners,,,,,2981,Udemy,45.0,23.0,17.0,1.0,Business Finance
Financial Ratios Using Excel,,,,,1223,Udemy,100.0,14.0,29.0,1.0,Business Finance
How To Start Trading Penny Stocks In 10 Easy Steps 2017,,,,1.0,7750,Udemy,50.0,58.0,15.0,1.5,Business Finance
How to Copy the Best Traders on Etoro,,,,1.0,564,Udemy,90.0,9.0,41.0,3.5,Business Finance
How To Set Up A Limited Company In The UK,,,,,2075,Udemy,0.0,69.0,11.0,0.7333333333333333,Business Finance
Forex trading made simple,,,,1.0,45,Udemy,100.0,4.0,31.0,1.5,Business Finance
Financial and Business Simulation with Microsoft Excel,,,,,44,Udemy,20.0,5.0,8.0,0.5166666666666666,Business Finance
10.  Bonds and Bond Pricing,,,,1.0,308,Udemy,20.0,4.0,10.0,1.0,Business Finance
Professional Risk Manager (PRM) Certification: Level 3,,,,1.0,55,Udemy,50.0,5.0,22.0,12.5,Business Finance
Stocks: Quick Method to get started Investing,,,,,718,Udemy,0.0,13.0,7.0,1.0,Business Finance
The Fundamentals Of Finance For Non-Finance Professionals,,,,1.0,206,Udemy,40.0,3.0,7.0,1.5,Business Finance
Forex - Top Equity Management Strategy,,,,1.0,18,Udemy,20.0,4.0,13.0,0.5833333333333334,Business Finance
The Truths about (in)secure Retirement,,,,,86,Udemy,200.0,6.0,32.0,4.5,Business Finance
Learn How to File Taxes for Uber and Lyft Drivers,,,,1.0,294,Udemy,40.0,5.0,25.0,2.0,Business Finance
Learn the Basics of the Wave Principle:,,,,,27,Udemy,30.0,4.0,10.0,1.5,Business Finance
MasterClass-Japanese &  Heiken Ashi CandleStick Patterns,,,,1.0,375,Udemy,195.0,10.0,26.0,3.5,Business Finance
Start Trading Stocks Using Technical Analysis! Part 2,,,,1.0,94,Udemy,95.0,11.0,25.0,2.0,Business Finance
Introduction to Corporate Finance (Mergers & Acquisitions),,,,,2080,Udemy,0.0,83.0,30.0,1.5,Business Finance
Forex & Financial Market Trading Tutorial- Online Strategies,,,,1.0,3137,Udemy,0.0,30.0,69.0,9.0,Business Finance
Learn to trade Candlestick Patterns,,,,,155,Udemy,20.0,23.0,22.0,1.5,Business Finance
High-Frequency Trading #2: Market Structure & Instruments,,,,1.0,1732,Udemy,50.0,11.0,12.0,0.6833333333333333,Business Finance
The Art Of Financial Valuation With Certificate,,,,1.0,3372,Udemy,20.0,12.0,12.0,2.0,Business Finance
Sensitivity & Scenario Analysis for CA / CFA / CPA Exams,,,,1.0,2185,Udemy,20.0,3.0,13.0,2.0,Business Finance
"Economics:   Competition, Elasticity, a little Game Theory",,,,1.0,1008,Udemy,50.0,14.0,42.0,6.0,Business Finance
Quantitative Trading Analysis with Python,,,,1.0,256,Udemy,50.0,17.0,49.0,5.5,Business Finance
Invest Like a Pro!,,,,,1173,Udemy,200.0,22.0,15.0,2.5,Business Finance
Options Trading Essentials: The ULTIMATE Guides,,,,1.0,1352,Udemy,0.0,6.0,20.0,4.0,Business Finance
ACCA FA1 Recording Financial Transactions,,,,,49,Udemy,50.0,8.0,27.0,3.5,Business Finance
CFA® Level 1 2014 – Portfolio Management,,,,1.0,124,Udemy,40.0,2.0,10.0,2.0,Business Finance
Essentials Of Swing Trading Stocks,,,,1.0,105,Udemy,20.0,9.0,5.0,1.0,Business Finance
Small Business and Managerial Accounting Training Tutorial,,,,,117,Udemy,20.0,3.0,71.0,3.5,Business Finance
Use Crowdfunding Effectively With Indiegogo and Kickstarter,,,,1.0,6533,Udemy,0.0,32.0,9.0,2.0,Business Finance
The Complete Litecoin Crypto Currency Bootcamp,,,,1.0,7,Udemy,20.0,3.0,24.0,1.0,Business Finance
Bank Reconciliation & VAT on Excel,,,,1.0,30,Udemy,20.0,5.0,19.0,1.5,Business Finance
Commodity Futures Day Trading Strategies,,,,1.0,91,Udemy,95.0,5.0,28.0,5.0,Business Finance
Learn to invest in the Stock Market,,,,,28,Udemy,40.0,5.0,14.0,1.0,Business Finance
FX Commodity Chart Trading Patterns for Success,,,,1.0,83,Udemy,50.0,10.0,15.0,2.5,Business Finance
Forex Elite Trading,,,,1.0,623,Udemy,85.0,7.0,22.0,6.0,Business Finance
How to Invest in Startups - Expert Reveals Winning Secrets.,,,,1.0,1625,Udemy,0.0,5.0,145.0,8.5,Business Finance
Kickstarter success in 5 easy steps,,,,1.0,0,Udemy,20.0,0.0,12.0,0.5166666666666666,Business Finance
Understanding Financial Statements,,,,1.0,0,Udemy,25.0,0.0,10.0,1.0,Business Finance
Planning and Executing a Financial Statement Audit,,,,,0,Udemy,50.0,0.0,9.0,2.0,Business Finance
The Latest Updates 2016 Financial Accounting Standards Board,,,,,1,Udemy,50.0,0.0,9.0,2.0,Business Finance
How to achieve personal transformation,,,,1.0,0,Udemy,20.0,0.0,10.0,0.5333333333333333,Business Finance
Basic Bookkeeping,,,,,0,Udemy,35.0,0.0,12.0,0.7333333333333333,Business Finance
"Credit concepts and checklist for bankers, credit analyst",,,,,0,Udemy,20.0,0.0,10.0,2.5,Business Finance
Practical Film Financing: Finding & Pitching Investors,,,,,0,Udemy,100.0,0.0,9.0,1.0,Business Finance
Ratio Analysis for Financial Statements,,,,,0,Udemy,50.0,0.0,6.0,2.0,Business Finance
60 Minutes to Fundamental Accounting Skills,,,,,0,Udemy,75.0,0.0,9.0,2.5,Business Finance
Essentials of money value: Get a financial Life !,,,,1.0,0,Udemy,20.0,0.0,20.0,0.6166666666666667,Business Finance
Introduction to Forex Trading Business For Beginners,,,,,0,Udemy,20.0,0.0,27.0,1.5,Business Finance
"Backspreads, Diagonals and Butterflies - Advanced Strategies",,,,,737,Udemy,60.0,41.0,10.0,2.0,Business Finance
Trade Forex 13 Patterns - Golden Ratios Secret Revealed,,,,1.0,554,Udemy,200.0,63.0,44.0,4.0,Business Finance
Crystal ball trading - foresee price with seasonal patterns,,,,1.0,807,Udemy,145.0,19.0,23.0,6.0,Business Finance
Weekly Options and study of Options expiration dynamics,,,,,779,Udemy,60.0,56.0,6.0,1.0,Business Finance
Cost Accounting Basics (Professional Course Level),,,,,1777,Udemy,20.0,11.0,23.0,1.0,Business Finance
Learn to Reliably Invest In The Stock Market,,,,1.0,841,Udemy,50.0,14.0,19.0,0.6166666666666667,Business Finance
Hedge Fund Trading Systems Part Two - Stocks & ETFs,,,,,56,Udemy,200.0,10.0,23.0,2.5,Business Finance
Stock Market Option Trading: How Sell Options For Premium,,,,,1909,Udemy,200.0,8.0,19.0,2.0,Business Finance
Straddles and Strangles - Volatility moves in any direction,,,,,775,Udemy,60.0,54.0,11.0,1.5,Business Finance
Debt Collection Management: Get Paid On Time EVERY TIME!,,,,1.0,1255,Udemy,20.0,8.0,38.0,3.0,Business Finance
Learn about it,,,,1.0,1193,Udemy,20.0,24.0,27.0,1.5,Business Finance
Trading: Basics of Trading for Beginners,,,,,1309,Udemy,140.0,4.0,20.0,1.5,Business Finance
Options Spreads Bundle-  the heart of Options Trading,,,,,623,Udemy,120.0,43.0,8.0,2.5,Business Finance
Trade the News in Forex: EA Robot Included,,,,1.0,276,Udemy,200.0,11.0,11.0,0.5666666666666667,Business Finance
Investment Portfolio Analysis with R,,,,1.0,314,Udemy,50.0,38.0,37.0,6.5,Business Finance
Basics of Economics For Beginners A to Z - A Complete Course,,,,,1942,Udemy,170.0,5.0,24.0,1.5,Business Finance
Seeing the Big Picture: Understanding Financial Statements,,,,1.0,885,Udemy,50.0,69.0,14.0,0.7166666666666667,Business Finance
Financial Modeling for Professionals in 1 Day!,,,,,226,Udemy,200.0,12.0,29.0,4.5,Business Finance
Create Your Own Automated Stock Trading Robot In EXCEL!,,,,1.0,461,Udemy,150.0,45.0,44.0,5.0,Business Finance
FOREX: From Zero To Hero,,,,1.0,152,Udemy,150.0,27.0,26.0,3.0,Business Finance
Learn Call Options and Put Options - Introduction to Options,,,,,1017,Udemy,60.0,74.0,20.0,3.0,Business Finance
1. Principles of Simple Interest ,,,,1.0,1074,Udemy,20.0,6.0,13.0,1.0,Business Finance
Double Entry Bookkeeping,,,,,440,Udemy,50.0,17.0,10.0,1.0,Business Finance
MQL5 Tutorial Bootcamp,,,,,978,Udemy,20.0,7.0,13.0,0.5333333333333333,Business Finance
Succeed at Options Even If You Don't Know Where to Start,,,,1.0,36,Udemy,200.0,1.0,12.0,1.5,Business Finance
"Buying, Selling, and Storing Precious Metal",,,,1.0,74,Udemy,20.0,1.0,14.0,1.0,Business Finance
Accounting Skills for Managers,,,,,78,Udemy,20.0,3.0,10.0,1.5,Business Finance
Analysis and Evaluation of Economic Feasibility of Projects,,,,,10,Udemy,100.0,1.0,8.0,1.0,Business Finance
Technical Analysis: Understanding Price Action,,,,1.0,39,Udemy,45.0,6.0,37.0,3.0,Business Finance
Bitcoin For Beginners,,,,,37,Udemy,50.0,3.0,22.0,4.0,Business Finance
"IAS 16-Property,Plant and Equipment ",,,,1.0,2166,Udemy,0.0,38.0,20.0,3.0,Business Finance
Basel II,,,,1.0,78,Udemy,50.0,6.0,57.0,3.5,Business Finance
Forex Trading Plan,,,,1.0,21,Udemy,50.0,3.0,24.0,0.7,Business Finance
Financial Modeling 101,,,,,1086,Udemy,0.0,37.0,5.0,0.6166666666666667,Business Finance
Learn Financial Modeling from Scratch - Part1,,,,1.0,7,Udemy,50.0,4.0,29.0,3.5,Business Finance
Introduction to Small Business Accounting Training Tutorial,,,,,168,Udemy,25.0,9.0,75.0,3.5,Business Finance
Learn Basic Concepts of Economics Step by Step - Complete,,,,1.0,2801,Udemy,150.0,6.0,25.0,1.5,Business Finance
Introduction to Digital Payments ,,,,,12217,Udemy,0.0,351.0,17.0,1.0,Business Finance
The Beginner's Guide to the Futures and Options Trading,,,,1.0,6185,Udemy,0.0,138.0,20.0,3.0,Business Finance
Bitcoin Investing: The Complete Buy & Hold Strategy,,,,1.0,477,Udemy,25.0,70.0,41.0,4.0,Business Finance
Financial Modeling in Excel for Startups,,,,,1334,Udemy,50.0,86.0,54.0,6.0,Business Finance
Learn to Trade Forex Naked Price Action Big Shadow Trade,,,,,5407,Udemy,0.0,192.0,11.0,1.0,Business Finance
Forex Trading For Beginners ,,,,,9483,Udemy,0.0,183.0,22.0,2.0,Business Finance
Build a Trading Comps Valuation Model,,,,1.0,1032,Udemy,50.0,60.0,55.0,7.0,Business Finance
The Advanced Forex Course for Smart Traders,,,,1.0,8236,Udemy,0.0,144.0,25.0,5.0,Business Finance
Cost Accounting Overheads (Professional Course Level),,,,1.0,2383,Udemy,20.0,6.0,19.0,2.5,Business Finance
Beginners Guide to Stock Market Investing,,,,,3283,Udemy,0.0,109.0,42.0,2.5,Business Finance
Financial Management Capital Market Instruments,,,,,2650,Udemy,25.0,5.0,17.0,1.0,Business Finance
NPV and IRR Techniques for CA / CFA / CPA Exams,,,,,1551,Udemy,20.0,5.0,55.0,7.5,Business Finance
Commercial Credit Analysis,,,,1.0,545,Udemy,50.0,48.0,42.0,7.5,Business Finance
Essential Finance For Managers,,,,1.0,663,Udemy,25.0,10.0,79.0,5.5,Business Finance
Bitcoin for Accountants,,,,,3519,Udemy,0.0,102.0,6.0,1.0,Business Finance
ProTrader -  Advanced Technical Analysis,,,,1.0,825,Udemy,125.0,11.0,34.0,2.0,Business Finance
Binary Options Masterclass,,,,1.0,70,Udemy,200.0,11.0,16.0,2.0,Business Finance
188% Profit in 1Year - Forex ALGO Robot Trading no indicator,,,,1.0,357,Udemy,120.0,71.0,20.0,2.0,Business Finance
"Financial Accounting, its Cycle, Statements & Analysis",,,,,853,Udemy,20.0,4.0,35.0,5.0,Business Finance
Yield Curve Dynamics,,,,1.0,397,Udemy,50.0,24.0,19.0,3.0,Business Finance
Value Investing and Stock Market Fundamentals,,,,,74,Udemy,195.0,8.0,17.0,3.0,Business Finance
Media Training for Financial Service Professionals,,,,1.0,1254,Udemy,20.0,2.0,64.0,7.0,Business Finance
Learn the Forex Naked Price Action Pogo Trade,,,,,89,Udemy,60.0,4.0,10.0,1.0,Business Finance
Forex - Price action Reversal Strategy,,,,1.0,38,Udemy,20.0,6.0,16.0,1.0,Business Finance
Budget preparation for an EU project proposal,,,,,18,Udemy,50.0,4.0,5.0,1.0,Business Finance
Corporate Finance and Alternative Investment for CFA L1,,,,1.0,103,Udemy,20.0,3.0,27.0,4.5,Business Finance
Don't Let Your Customers Run Your Business,,,,,7,Udemy,50.0,3.0,28.0,2.5,Business Finance
Stock Trading: Insider Tips For Determining Market Direction,,,,1.0,104,Udemy,95.0,1.0,11.0,1.0,Business Finance
TopTrader Academy - Complete Options Course,,,,1.0,42,Udemy,150.0,1.0,11.0,3.0,Business Finance
Working Capital Management for Entrepreneurs,,,,,507,Udemy,20.0,5.0,15.0,1.0,Business Finance
Learn Quickbooks to maintain books properly,,,,,241,Udemy,20.0,5.0,26.0,2.5,Business Finance
CFA Level I Foundation: Introduction to Financial Reporting,,,,,226,Udemy,50.0,5.0,13.0,5.5,Business Finance
"Fixed Income Valuation and Analysis, CFA L2",,,,1.0,50,Udemy,20.0,6.0,12.0,3.0,Business Finance
Corporation Tax Returns UK,,,,1.0,100,Udemy,50.0,23.0,25.0,2.0,Business Finance
Trading For Busy People,,,,1.0,99,Udemy,50.0,12.0,26.0,3.0,Business Finance
Basics of Trading,,,,,99,Udemy,40.0,17.0,27.0,1.0,Business Finance
CFP - Introduction to Financial Planning,,,,,1192,Udemy,30.0,12.0,38.0,12.0,Business Finance
Investment Portfolio Analysis with Python,,,,1.0,209,Udemy,50.0,13.0,37.0,7.0,Business Finance
Day Trading Market Structure Signals,,,,1.0,5529,Udemy,0.0,90.0,5.0,2.0,Business Finance
Professional Bookkeeping and Accounting 3: Double Entry ,,,,1.0,81,Udemy,35.0,8.0,33.0,1.0,Business Finance
"Accounting Basics by Hector Garcia, CPA",,,,,1924,Udemy,0.0,120.0,5.0,1.0,Business Finance
Stock Markets: How I Became Rich By Changing How I Trade,,,,1.0,646,Udemy,20.0,6.0,17.0,1.0,Business Finance
Learn About Bitcoin and Bitcoin Mining,,,,,520,Udemy,20.0,10.0,9.0,0.5333333333333333,Business Finance
Take Control By Learning The Stock Market Now,,,,,1440,Udemy,30.0,0.0,21.0,1.0,Business Finance
Cost Accounting and Financial Management - A Complete Study,,,,1.0,452,Udemy,150.0,14.0,444.0,45.0,Business Finance
Learn Global Macro Trading & Investing for Retail Investor,,,,1.0,178,Udemy,75.0,16.0,27.0,1.5,Business Finance
Energiespar-Formel // Mehr Geld durch Wasser sparen Zuhause,,,,1.0,21,Udemy,50.0,2.0,54.0,1.5,Business Finance
high swing - كورس لتعليم جميع مراحل احتراف تداول الفوركس,,,,,12,Udemy,100.0,4.0,17.0,2.5,Business Finance
TRADER BOT: Introdução à Linguagem MQL5,,,,1.0,209,Udemy,20.0,33.0,33.0,70.0,Business Finance
财务分析与估值建模入门,,,,,505,Udemy,0.0,43.0,10.0,1.5,Business Finance
Aprende desde cero a operar el mercado de divisas FOREX,,,,1.0,16,Udemy,90.0,4.0,24.0,4.0,Business Finance
Cómo usar Metatrader 4 para hacer trading?,,,,1.0,25,Udemy,20.0,1.0,25.0,6.0,Business Finance
Zoho Books Gestion Financière d'Entreprise pas à pas,,,,1.0,229,Udemy,0.0,0.0,33.0,2.0,Business Finance
